Date,Total Cases,Severe,Critical Cases,Total Deaths
5/1/2021,16764.98646,7983.3268800000005,2713.7289600000004,1085.49156
5/2/2021,16182.543239999999,7705.9729800000005,2612.11161,1044.84465
5/3/2021,15745.019820000001,7497.628499999999,2540.9038200000005,1016.3615399999999
5/4/2021,15301.45092,7286.4051899999995,2471.05632,988.4225100000001
5/5/2021,14980.80885,7133.718510000001,2421.9156000000003,968.76627
5/6/2021,14600.187600000001,6952.470300000001,2365.38141,946.15257
5/7/2021,14183.068589999999,6753.84219,2293.08567,917.2342800000001
5/8/2021,13754.559120000002,6549.79005,2215.28763,886.11504
5/9/2021,13460.838029999999,6409.92288,2166.52074,866.60829
5/10/2021,13030.689989999999,6205.090469999999,2102.5255500000003,841.01019
5/11/2021,12816.51864,6103.10412,2074.66968,829.86786
5/12/2021,12643.385460000001,6020.65974,2048.7248999999997,819.4899600000001
5/13/2021,12063.36462,5744.459339999999,1956.83187,782.73273
5/14/2021,11722.722539999999,5582.24883,1901.65167,760.66068
5/15/2021,11398.87011,5428.03341,1847.85615,739.14246
5/16/2021,11124.96561,5297.602650000001,1800.26631,720.10653
5/17/2021,10867.37544,5174.940689999999,1755.14685,702.05874
5/18/2021,10651.21536,5072.0073,1726.88769,690.7550699999999
5/19/2021,10332.1701,4920.081,1682.31504,672.9260400000001
5/20/2021,10051.14864,4786.26123,1636.10193,654.44079
5/21/2021,9800.68377,4666.992270000001,1592.94003,637.1759999999999
5/22/2021,9613.76694,4577.9842499999995,1556.2708499999999,622.5083400000001
5/23/2021,9484.88223,4516.61058,1533.70632,613.48251
5/24/2021,9051.257010000001,4310.12241,1461.8932799999998,584.7573299999999
5/25/2021,8893.09152,4234.80549,1439.10579,575.6423100000001
5/26/2021,8736.91056,4160.4336,1417.44372,566.9775
5/27/2021,8480.93808,4038.54192,1377.2638499999998,550.90554
5/28/2021,8218.49487,3913.5690000000004,1335.64317,534.25728
5/29/2021,8261.53011,3934.0619699999997,1342.88466,537.15387
5/30/2021,8278.16136,3941.98161,1347.02046,538.80819
5/31/2021,8089.42254,3852.10596,1317.69885,527.07954
6/1/2021,7959.949979999999,3790.4523599999998,1300.58496,520.23399
6/2/2021,7794.89682,3711.85563,1278.48273,511.39307999999994
6/3/2021,7717.85283,3675.1679999999997,1267.9857900000002,507.19434
6/4/2021,7513.26246,3577.74402,1239.6636899999999,495.86546999999996
6/5/2021,7434.27975,3540.1332300000004,1225.67307,490.2692400000001
6/6/2021,7452.9080699999995,3549.00384,1229.5643699999998,491.82576
6/7/2021,7431.88659,3538.99362,1230.00801,492.00318
6/8/2021,7449.46425,3547.3639200000007,1238.26938,495.30777
